url,name,total_time,rating_value,rating_count,calories,fat_g,sat_fat_g,sugar_g,fiber_g,cholesterol_mg,sodium_mg,carbs_g,protein_g,ingredients
feastandwest.com/painkiller-drink/,Painkiller Drink,5m,5,41,332,5,5,33,1,N/A,17,38,1,4 ounces pineapple juice; 2 ounces dark rum; 1 ounce orange juice; 1 ounce cream of coconut (such as Coco Lopez); 1 pinch whole nutmeg (grated); pineapple wedge  (for garnish); orange slice (for garnish)
feastandwest.com/mai-tai/,Mai Tai Drink,10m,5,41,259,0.1,0.02,22,0.3,N/A,12,24,0.2,1 ounce light rum; ½ ounce aged rum; ¾ ounce orange curaçao (or triple sec); ¾ ounce lime juice (fresh); ¾ ounce pineapple juice; ½ ounce orgeat syrup; ½ ounce dark rum (to float); 1  lime wedge (for garnish); 1  cocktail cherry (for garnish); 1  fresh mint sprig (for garnish)
feastandwest.com/irish-moscow-mule-recipe/,Irish Mule,5m,5,41,190,0.03,N/A,11,0.3,N/A,9,13,0.2,"2 ounces Irish whiskey (such as Jameson); 1 ounce lime juice; 4-6 ounces ginger beer; 1 wedge lime (or dehydrated lime, for garnish)"
feastandwest.com/fish-bowl-drink/,Fish Bowl Drinks,10m,5,41,329,0.1,0.01,34,0.2,N/A,20,40,1,2 ounces coconut rum; 2 ounces blue curaçao; 2 ounces vodka; 4 ounces pineapple juice; 2 ounces simple syrup; 1 ounce lemon juice; 1 ounce lime juice; 8 pieces gummy candy (for garnish)
feastandwest.com/blackberry-simple-syrup/,Blackberry Simple Syrup,20m,5,41,74,0.2,0.003,18,1,N/A,2,19,0.3,1 cup water⁠; 1 cup blackberries (fresh or frozen⁠); ½ cup sugar ⁠
feastandwest.com/mulled-wine/,Mulled Wine,50m,4.98,47,166,0.2,0.04,20,1,N/A,11,24,1,2  medium navel oranges; 20-30  whole cloves; 750 ml red wine (such as merlot or cabernet sauvignon); ½ cup brown sugar; 1 cup orange juice (fresh ); 1 cup water; 2 tablespoons lemon juice (fresh); 2  cinnamon sticks (plus more for garnish)
feastandwest.com/frose/,Easy Frosé,5m,4.98,47,146,0.1,0.02,12,0.04,N/A,10,17,0.1,2 cups rosé wine (chilled); 1/4 cup lemon juice (fresh); 4 ounces triple sec; 2 tablespoons honey; 4 cups ice cubes; mint sprigs (for garnish)
feastandwest.com/best-old-fashioned-cocktail-recipe/,Classic Old-Fashioned Cocktail,5m,4.98,47,187,0.01,N/A,13,0.2,N/A,10,13,0.01,"2 ounces bourbon whiskey (or rye whiskey); ½ ounce simple syrup; 1  large ice cube  (or sphere); 2-3 dashes aromatic bitters (such as Angostura, to taste); 1  cocktail cherry (for garnish); 1  3-inch piece orange peel (for garnish)"
www.skinnytaste.com/balsamic-roasted-veggie-and-white-bean-pasta/,Balsamic Roasted Veggie and White Bean Pasta,35m,4.94,62,380,12,1.5,8,7,4,353,56,17,"Cooking spray; 1 tablespoon balsamic vinegar; 1 teaspoon Dijon mustard; 2  garlic cloves (crushed); 1 teaspoon dried Italian herbs; 1 teaspoon kosher salt; 2 tablespoons olive oil; 2 cups broccoli florets; 8 ounces sliced mushrooms; 1  red bell pepper (seeded and cut into 1” pieces); 1  medium zucchini (cut into 1/4” thick rounds); 1  medium yellow squash ( cut into 1/4” thick rounds); 1  dry pint cherry tomatoes (halved); 1  red onion (cut into 1” pieces); 1/3 cup Delallo pesto or homemade skinny Basil Pesto; ½ pound Delallo fusilli; 1  15-ounce can cannellini beans, drained and rinsed; ¼ cup freshly grated parmesan cheese; Drizzle balsamic vinegar; Red pepper flakes (for serving (optional))"
www.themediterraneandish.com/traditional-greek-salad-recipe/,Greek Salad (Traditional Horiatiki Recipe),15m,4.86,107,102.9,9.5,1.3,N/A,1.1,N/A,2.8,4.7,0.7,"1  medium red onion, (thinly sliced into half moons); 4  medium juicy tomatoes, (sliced into bite-sized pieces or wedges); 1  English cucumber, (partially peeled to make a striped pattern and sliced into half moons); 1  green bell pepper, (cored and sliced into rings); 1  handful  (pitted Kalamata olives); 1 1/2 teaspoons dried oregano; Kosher salt; 1/4 cup extra virgin olive oil; 1-2 tablespoons red wine vinegar; 1  (7 ounce) block Greek feta cheese in brine,  (torn into slabs)"
www.recipetineats.com/chocolate-mirror-glaze/#wprm-recipe-container-52284,Chocolate Mirror Glaze,60m,4.98,46,645,6,4,1,3,15,9,5,3,"1 x 20cm / 8&quot;   chocolate cake (2 layers) ((Note 1)); 2 batches Dark Chocolate Ganache ((Note 2)); 2 1/2 tbsp water ((just cold tap water)); 4 tsp gelatine powder ((Note 3)); 2/3 cup water; 2/3 cup cream (, pure / regular whipping cream, better than thickened/heavy cream (Note 4)); 1 cup cocoa powder (, unsweetened, sifted (preferably dutch processed, Note 5)); 1 cup + 2 tbsp  white sugar (, caster/superfine (Note 6)); Gold dust and gold leaf (, optional decorations (Note 7))"
funmoneymom.com/parmesan-crusted-chicken-with-mayo/,Parmesan Crusted Chicken With Mayo,45m,4.98,46,503,30,7,0.2,0.1,167,950,2,52,4  medium chicken breasts (approximately 1 pound); 1/2 cup mayo; 1/2 teaspoon salt; 1/4 teaspoon pepper; 2-3 cloves garlic (minced); 1/2 cup grated parmesan cheese
cookieandkate.com/kale-pesto-pizza-recipe/,Kale Pesto Pizza,30m,4.9,82,388,27.2,5.1,1,3.4,14,815.1,29.8,9.8,"1 batch easy whole wheat pizza dough or 1 pound store-bought pizza dough (I used Trader Joe&#8217;s); 2 cups (8 ounces) grated low-moisture part-skim mozzarella cheese; 1 cup lightly packed kale, chopped into small, bite-sized pieces; 1 teaspoon olive oil; Optional garnishes: red pepper flakes; 3 cups packed kale, preferably the Tuscan/lacinato variety, thick ribs removed and roughly chopped (about 1 small bunch); &frac34; cup pecans or walnuts; 2 tablespoons lemon juice (about 1 small lemon); 2 to 3 cloves garlic, depending on their size; &frac34; teaspoon fine-grain sea salt; Freshly ground black pepper, to taste; &frac12; cup olive oil"
funmoneymom.com/peach-fluff-salad-recipe/,Peach Fluff Salad,130m,5,40,119,1,0.3,22,1,2,90,28,1,3 ounces Peach Jell-O mix; 1 cup hot water; ½ cup cold water; 5.1 ounces instant vanilla pudding; 8 ounces Cool Whip (thawed); 45 ounces cans sliced peaches in 100% juice ((3 15 ounce cans) drained well and cut into chunks); 4 cups mini marshmallows; Sliced almonds or chopped nuts for topping (optional)
funmoneymom.com/grinch-punch-recipe/,Grinch Punch Recipe,5m,5,40,291,2,1,39,1,1,41,45,1,1 quart Lime sherbet; 1 bottle Sprite (2 liter size); 4 cups Hawaiian Punch Green Berry Rush; Red sanding sugar for garnish; Maraschino cherries for topping; 2  cups vodka ((optional))
feastandwest.com/pomegranate-martini/,Pomegranate Martini,5m,5,40,179,0.1,0.1,13,0.1,N/A,5,14,0.1,"1 ½ ounce vodka; 1 ounce pomegranate juice; ½ ounce orange liqueur (clear, such as Cointreau or triple sec); ½ ounce lemon juice; ¼ to ½ ounce pure maple syrup"
feastandwest.com/peppermint-mocha/,Peppermint Mocha,15m,5,40,281,10,6,31,1,33,126,41,8,"1 cup water; ½ cup sugar; ¾ cup cocoa powder (sifted); pinch sea salt; ¾ teaspoon peppermint extract; ½ teaspoon vanilla extract; ¾ cup whole milk; 1 ½ ounces mint chocolate syrup; ¾ cup espresso  (or strong coffee, hot); ¼ cup whipped cream; ½  candy cane (crushed)"
feastandwest.com/kir-royale/,Kir Royale,5m,5,40,106,0.04,0.02,6,N/A,N/A,10,6,0.1,½ ounce crème de cassis (or Chambord raspberry liqueur); 3 to 6 ounces champagne (or other sparkling wine)
feastandwest.com/earl-grey-shortbread-cookies/,Earl Grey Shortbread Cookies,120m,5,41,77,5,3,2,0.2,13,49,7,1,"2 cups all-purpose flour; ¾ teaspoon salt; 16 tablespoons unsalted butter (room temperature); ½ cup confectioners' sugar; 1 teaspoon vanilla extract; 2 tablespoons loose-leaf Earl Grey tea  (or other black tea, or the contents of 2 Earl Grey teabags)"
feastandwest.com/classic-hurricane-cocktail/,Classic Hurricane Cocktail,5m,5,40,228,0.1,0.01,25,1,N/A,17,26,0.2,1 ounce light rum; 1 ounce dark rum; 1 ounce passion fruit syrup; 1 ounce lemon juice; 1 slice orange (for garnish); 1  cocktail cherry (for garnish)
cookieandkate.com/green-goddess-hummus-recipe/,Green Goddess Hummus,8m,5,40,142,9.6,1.3,1.7,3,0,249.4,11.6,4.5,"&frac14; cup tahini; &frac14; cup fresh lemon juice (about 1 large lemon&#8217;s worth); 2 tablespoons olive oil, plus more for serving; &frac12; cup roughly chopped, loosely packed fresh parsley; &frac14; cup roughly chopped, loosely packed fresh tarragon or basil; 2 to 3 tablespoons roughly chopped fresh chives or green onion; 1 large garlic clove, roughly chopped; &frac12; teaspoon salt, more to taste; One (15-ounce) can of chickpeas, also called garbanzo beans, drained and rinsed; 1 to 2 tablespoons water, optional; Garnish with extra olive oil and a sprinkling of chopped fresh herbs"
cookieandkate.com/christmas-enchiladas-recipe/,Christmas Enchiladas,1h 10m,5,41,216,8.7,3.1,3.9,6.8,11.5,677,27.5,9,"½ batch (1 cup) red enchilada sauce; ½ batch (1 cup) green enchilada sauce; 2 tablespoons extra-virgin olive oil; 1 large yellow onion, cut into 2” long thin strips; 2 medium red bell peppers, cut into 2” long thin strips; &frac34; teaspoon fine salt, divided; 8 ounces Baby Bella mushrooms, cleaned and thinly sliced; 5 ounces baby spinach; 4 cloves garlic, pressed or minced; 1 teaspoon ground cumin; 1 can (15 ounces) black beans, drained and rinsed, or 1 ½ cups cooked black beans; Freshly ground black pepper, to taste; 4 ounces (1 packed cup) Monterey Jack cheese or pepper jack cheese (for extra kick); 10 corn tortillas; Garnishes: Chopped red onion or radish or green onion, cilantro leaves and crumbled Cotija or feta cheese"
www.budgetbytes.com/spiced-lentils-with-carrots/,Spiced Lentils with Carrots,50m,4.87,97,314,8,N/A,N/A,18,N/A,851,49,14,1  yellow onion ($0.70); 4 cloves garlic ($0.16); 1 tsp fresh grated ginger ($0.10); 4  carrots (about 2 cups chopped) ($0.56); 2 Tbsp olive oil ($0.44); 1 tsp ground cumin ($0.10); 1/2 tsp cinnamon ($0.05); 1/2 tsp allspice ($0.05); 1/4 tsp crushed red pepper ($0.02); 1 cup brown lentils* ($0.67); 3 Tbsp tomato paste ($0.15); 1/4 cup chopped dried apricots or raisins** ($0.75); 3 cups vegetable broth ($0.39); 1 Tbsp chopped parsley (optional) ($0.10)
funmoneymom.com/harry-potter-butterbeer-cupcakes/,Harry Potter Butterbeer Cupcakes,40m,4.94,60,67,1,0.4,8,0.2,N/A,125,15,1,15.25 ounces white cake mix (1 box); 3.4 ounces butterscotch instant pudding (1 small box); 4  eggs; 1 cup water; 1/3 cup vegetable oil; 3.4 ounces butterscotch instant pudding (1 small box); 1/4 cup powdered sugar; 1 cup cold milk; 8 ounces whipped topping (thawed); Butterscotch topping for garnish
pinchofyum.com/easy-crockpot-carnitas,Easy Crockpot Carnitas,8h 10m,4.8,159,222,5.4,1.6,1.6,0.9,90.7,755.4,5.1,34.7,"4-5 lbs. pork shoulder (I prefer boneless, but bone-in works as well); 5 cloves garlic; 1 tablespoon salt; 1 teaspoon cumin; 1 teaspoon chili powder; 1 teaspoon black pepper; 1 teaspoon oregano; 1/4 teaspoon cinnamon; 1/2 teaspoon cayenne pepper; 1 tablespoon chipotle hot sauce (optional); juice of 2 limes; 1/2 cup orange juice; 12 ounces beer (a standard lager works great for this!); 1/2 cup salsa (I like to use a less chunky one)"
www.recipetineats.com/tray-bake-dinner-lamb-kofta-meatballs/#wprm-recipe-container-139930,Tray bake dinner: lamb kofta meatballs,20m,4.95,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1/2  onion (, grated using a box grater); 500 g / 1 lb  lamb mince ((ground lamb), or beef); 1/4 cup panko breadcrumbs ((sub regular breadcrumbs)); 2 cloves garlic (, finely minced); 2 tbsp coriander/cilantro (, finely chopped); 2 tsp cumin; 2 tsp coriander; 2 tsp paprika ((plain, sub smoked)); 1 1/2 tsp ground cinnamon; 3/4 tsp cayenne pepper ((a bit spicy, reduce to taste or leave out)); 3/4 tsp cooking salt / kosher salt; 1/2  black pepper; 1 large red capsicum (, deseeded, sliced into 1 cm thick slices); 1 large yellow capsicum (, deseeded, sliced into 1 cm thick slices); 1  red onion (, cut into thin wedges); 1 tbsp extra virgin olive oil; 1/4 tsp each cooking/kosher salt and pepper; Olive oil spray ((for the meatballs)); 4  flatbreads (or rice, couscous or cauliflower rice); 1 quantity Tahini sauce; 3 cups shredded iceberg lettuce ((or other leafy greens)); 2  tomatoes (, halved, cut into thin slices); 1 tbsp coriander/cilantro leaves (, finely chopped, optional (for sprinkling))"
funmoneymom.com/birthday-cake-pudding-shots/,Birthday Cake Pudding Shots,45m,4.98,45,140,2,1,15,0.1,4,119,19,2,1/2 cup white cake mix; 3 ounces vanilla instant pudding (1 box); 1 1/2 cups milk; 3/4 cup vodka; ¼ cup rainbow sprinkles; Whipped cream   (for garnish)
feastandwest.com/rum-and-coke/,Rum & Coke,5m,4.98,45,194,0.03,N/A,15,N/A,N/A,7,16,0.1,2 ounces light rum; 6 ounces cola; lime wedge (for garnish (optional))
feastandwest.com/homemade-margarita-mix/,Homemade Margarita Mix,15m,4.98,45,194,0.1,0.003,13,0.1,N/A,2,15,0.1,1 cup water; 1 cup sugar; 2 cups lime juice; 4 cups blanco tequila; 1 cup orange liqueur (optional )
www.skinnytaste.com/yogurt-waffles/,Yogurt Waffles,25m,4.8,142,195,2,0.5,2,0.2,63,532,34,7.5,1 1/4 cup almond milk (or any milk you wish); 2/3 cup Stonyfield Plain 0% Fat Yogurt; 2  large eggs; 1 teaspoon vanilla extract; 2 cups all-purpose unbleached (white whole wheat flour or gluten-free flour mix*); 1 tablespoon + 2 teaspoons baking powder; 1/4 teaspoon kosher salt; cooking spray
cookieandkate.com/roasted-beet-salad-recipe/,Roasted Beet Salad with Goat Cheese &amp; Pistachios,1h,4.9,79,390,28.7,7.3,17.6,6.7,13.1,708.3,25.5,11.3,"1 ½ pounds beets (about 3 large or 5 small-to-medium); 1 tablespoon extra-virgin olive oil; ¼ teaspoon fine salt, to taste; 5 ounces (5 heaping cups) arugula; 4 ounces goat cheese, crumbled; &#8531; cup shelled toasted and salted pistachios, chopped, or &frac12; cup pepitas (green pumpkin seeds), toasted*; 4 medium radishes, thinly sliced and roughly chopped (about &frac12; cup); &#8531; cup chopped green onion; ¼ cup extra-virgin olive oil; 2 tablespoons sherry vinegar or red wine vinegar; 1 tablespoon honey ; 1 tablespoon Dijon mustard; ¼ teaspoon fine sea salt; Freshly ground black pepper, to taste"
www.skinnytaste.com/rainbow-potato-salad/,Rainbow Potato Salad,25m,5,39,178,7,N/A,2,3,7,373,24,4,1 ½ pounds multi-color baby potatoes; Kosher salt; 1/3 cup 2% Greek yogurt; 1/3 cup olive oil mayonnaise (or light mayonnaise); 1 teaspoon yellow mustard; 1 ½ teaspoon fresh dill; Freshly ground black pepper (to taste); 1  dill pickle spear (finely chopped); 1  medium celery stalk (finely chopped); 2  small green onions (chopped); 1 tablespoon pickle juice
www.budgetbytes.com/spinach-feta-grilled-cheese/,Spinach and Feta Grilled Cheese,15m,5,39,507,33,N/A,N/A,4,N/A,962,32,23,"½ Tbsp olive oil ($0.11); 1 clove garlic  (minced, $0.08); ¼ lb. frozen chopped spinach ($0.42); 4 slices bread ($1.00); 2 Tbsp butter ($0.20); 1 cup shredded mozzarella ($1.15); 1 oz. feta ($0.62); 1 pinch crushed red pepper ($0.02); salt (to taste, $0.05); black pepper (to taste, $0.05)"
pinchofyum.com/blueberry-lemon-bread,Springy Blueberry Lemon Bread,1h 15m,5,39,216,5.9,1.2,22.1,1.1,37.8,341.4,37.8,3.8,"1/2 cup Land O Lakes® Butter, room temperature; 1 cup white sugar; juice and zest of one lemon; 2 eggs; 1 1/2 cups flour; 1 teaspoon baking powder; 1 teaspoon salt; 1/2 cup milk; 1 cup blueberries &#8211; I used frozen without thawing them; Land O Lakes® Butter with Olive Oil and Sea Salt for topping!"
funmoneymom.com/grinch-oreo-balls-with-red-velvet-oreos/,Grinch Oreo Balls,180m,5,39,72,5,4,5,N/A,10,38,5,1,"24.4 ounces Red Velvet Oreos (2 packages (44 cookies)); 8 ounces cream cheese (softened to room temperature); 15 ounces light green candy melts (I used Melt ‘Ems brand, divided); Red heart sprinkles"
funmoneymom.com/easy-pineapple-fluff-recipe/,Easy Pineapple Fluff Recipe,130m,5,39,162,7,4,20,1,22,74,23,2,8 ounces cream cheese (softened); 1 cup powdered sugar; 8 ounces Cool Whip; 1 can crushed pineapple (8 ounce size)
funmoneymom.com/christmas-donuts/,Christmas Donuts,50m,5,39,190,6,3,26,0.3,21,131,34,2,2 cups all purpose flour; 1 1/2 cups granulated sugar; 2 teaspoons baking powder; 1 teaspoon salt; 1  large egg; 1 1/4 cup milk; 2 tablespoons unsalted butter (melted); 1 1/2 teaspoons vanilla bean paste  (or the paste from 3 vanilla beans); 1/2 cup unsalted butter  (softened); 2 1/2 cups powdered sugar; 1  teaspoon vanilla bean bean paste (or the paste from 2 vanilla beans); 1/4 teaspoon salt; 2-3 tablespoons milk; red food coloring; green food coloring; assorted Christmas or holiday sprinkles
feastandwest.com/virgin-margarita/,Virgin Margarita,5m,5,39,101,0.2,N/A,21,0.2,N/A,4,26,0.3,"2 tablespoons coarse salt (or sugar, for rim); lime wedge (for garnish); 1 ½ ounces zero-proof tequila alternative; 1 ounce lime juice (fresh-squeezed); 1 ounce agave nectar (or simple syrup); ½ ounce orange juice (fresh-squeezed); 2 ounces lime juice (fresh-squeezed); 1 ounce agave nectar (or simple syrup); 1 ounce orange juice (fresh-squeezed)"
feastandwest.com/thanksgiving-sangria/,Thanksgiving Sangria,70m,5,39,167,0.5,0.1,25,3,N/A,11,30,1,"1 (750ml) bottle dry white wine (such as Sauvignon Blanc ); 2 cups apple cider; ½ cup bourbon whiskey; ¼ cup orange liqueur; 1 large red apple (such as Honeycrisp, diced); 1 large green apple (such as Granny Smith, diced); 1 large navel orange (sliced); 1 cup pomegranate arils (from 1 pomegranate); 4 sticks cinnamon; 6 sprigs fresh rosemary; 24 ounces ginger beer ((optional))"
feastandwest.com/prosecco-negroni-giveaway/,Negroni Sbagliato,5m,5,40,124,0.02,N/A,1,1,N/A,4,12,0.2,1 ounce sweet vermouth; 1 ounce Campari; 1 ounce prosecco (chilled); 1 piece orange zest (for garnish)
feastandwest.com/appletini/,Appletini (Apple Martini),5m,5,39,215,0.04,0.02,11,N/A,N/A,2,11,0.01,1 ½ ounce vodka; 1 ounce green apple schnapps; ½ ounce orange liqueur (such as Cointreau)
www.recipetineats.com/creamy-zucchini-soup/#wprm-recipe-container-22942,Creamy Zucchini Soup,30m,4.94,62,215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 tbsp olive oil or butter; 2  garlic cloves (, minced); 1  large onion (, chopped (brown, yellow or white)); 1 kg / 2 lb    zucchinis (, cut into 1.5cm / 3/5” slices, larger ones halved (Note 1)); 3 cups / 750 ml  vegetable or chicken broth (, preferably salt reduced); 1 cup / 250 ml  water; 3/4 cup / 185 ml  cream, heavy / thickened (or light or add a good knob of butter instead) ((Note 2)); 1 cup / 250 ml  milk (, any fat %, or more cream); Cream (, for swirling); Finely shredded parmesan"
www.loveandlemons.com/stuffed-zucchini-boats/,Stuffed Zucchini Boats,40m,4.93,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2  large zucchini (or 3 medium, halved lengthwise); 1  large egg (beaten); 1 cup torn crusty bread (crumbled); ⅔ cup grated Parmesan cheese; ½  garlic clove (minced); ½ cup quartered cherry tomatoes; 2 teaspoons lemon zest; 2 tablespoons fresh thyme leaves; ¼ cup pine nuts; ¼ teaspoon sea salt (plus more for sprinkling); Extra-virgin olive oil (for drizzling); Freshly ground black pepper; Pesto (for serving)"
www.budgetbytes.com/white-beans-with-mushrooms-and-marinara/,White Beans with Mushrooms and Marinara,30m,4.95,55,457.55,15.38,N/A,N/A,11.98,N/A,946.05,58.15,25.15,8 oz. mushrooms ($2.29); 2 Tbsp olive oil ($0.32); 1 pinch salt and pepper ($0.05); 2 cloves garlic ($0.16); 2 cups marinara (or more to your liking) ($1.00); 2 15oz. cans butter beans ($2.00); 1/2 tsp dried basil ($0.05); 1 pinch crushed red pepper ($0.02); 4 oz. mozzarella ($0.65)
pinchofyum.com/garlic-basil-chicken-with-tomato-butter-sauce,Garlic Basil Chicken with Tomato Butter Sauce,50m,4.8,156,600,29.7,10,5.6,3.7,113.2,64.1,49.3,34.6,"1 lb. boneless skinless chicken breasts; salt and pepper; 1/4 cup olive oil; 5-6 roma tomatoes, diced; 3 cloves garlic, minced; one handful fresh basil, loosely packed, cut into ribbons; 1/4 cup LAND O LAKES® European Style Super Premium Salted Butter; 8 ounces pasta, like spaghetti, linguine, or bucatini"
www.budgetbytes.com/sweet-and-spicy-glazed-chicken-thighs/,Sweet and Spicy Glazed Chicken Thighs,25m,4.89,79,317.58,18.48,N/A,N/A,0.2,N/A,483.23,12.55,28.65,"¼ cup brown sugar ($0.12); ½ tsp cayenne pepper ($0.05); ½ tsp garlic powder ($0.05); ½ tsp paprika ($0.05); ½ tsp salt ($0.02); black pepper (freshly cracked, $0.05); 1 Tbsp olive oil ($0.22); 1½ lbs. chicken thighs ($2.80)"
funmoneymom.com/sausage-balls-without-bisquick/,Sausage Balls Without Bisquick,35m,4.98,44,75,6,2,1,0.01,13,146,3,3,16  ounces sausage; 8 ounces shredded cheddar; 1/2  tsp dried rosemary; 8 ounces crescent rolls (1 can/tube); 2 tbsp flour
www.skinnytaste.com/sheet-pan-turkey-meatloaf-and-broccoli/,Sheet Pan Turkey Meatloaf and Broccoli,40m,4.86,106,335,13,4,4,6,146.5,933,22.5,35,1.3 pounds (20 oz)  93% ground turkey; 1/3 cup quick cooking oatmeal (or gf oats); 6 tablespoons ketchup (divided); 1/3 cup minced onion; 1  large egg; 1/2 teaspoon dried or fresh thyme leaves; 1 teaspoon kosher salt; 2 teaspoons Worcesterchire sauce (divided); 1  large bunch broccoli ((1 1/2 pounds) cut into florets); 2 tablespoons olive oil; 3/4 teaspoon kosher salt; Reynolds Wrap Non-Stick Foil
www.skinnytaste.com/greek-turkey-burgers/,Greek Turkey Burgers,30m,4.95,55,255,14.5,5.5,1,0.5,111,360,2.5,29,1 ½ pounds 93% lean ground turkey; 1 tablespoon minced garlic; 1 teaspoon ground cumin; 2 teaspoons dried oregano; 1/3 cup Kalamata olives (finely chopped); 3 ounces crumbled feta cheese; 1 cup finely chopped and packed fresh spinach; Pinch each of sea salt and black pepper; Olive oil spray
www.budgetbytes.com/baked-beef-black-bean-tacos/,Baked Beef Tacos,35m,4.93,56,430.3,21.42,N/A,N/A,6.66,N/A,854.74,36.84,22.52,1 Tbsp chili powder ($0.30); 1 tsp smoked paprika ($0.10); 1 tsp ground cumin ($0.10); 1/2 tsp dried oregano ($0.05); 1/4 tsp cayenne pepper ($0.03); 1/2 tsp salt ($0.02); Freshly cracked black pepper ($0.03); 1 Tbsp cooking oil ($0.04); 1  yellow onion ($0.37); 2 cloves garlic ($0.16); 1/2 lb. lean ground beef (93% lean or higher)* ($3.90); 1 15oz. can black beans ($0.79); 1 box hard taco shells (10 shells) ($1.00); 1 cup shredded cheddar (4oz.)  ($1.20); 1  tomato ($0.49); 1  jalapeño ($0.06); 1 handful fresh cilantro ($0.13); 1/4 cup sour cream ($0.11)
www.skinnytaste.com/pumpkin-cream-cheese-muffins/,Pumpkin Cream Cheese Muffin Recipe,40m,4.83,109,170,6,4,16,2,34,160,25,3.5,1/2 cup white whole wheat flour (King Arthur); 3/4 cups unbleached all purpose flour (King Arthur); 3/4 cup raw sugar; 1 teaspoon baking soda; 2 teaspoons pumpkin pie spice; 1/4 teaspoon nutmeg; 1/4 teaspoon cinnamon; 1/4 teaspoon salt; 1 1/2 cups canned pumpkin (not pumpkin pie filling); 2 tbsp coconut oil; 1  large egg; 1 1/2 tsp vanilla extract; baking spray; 5 oz 1/3 less fat cream cheese; 2 tablespoons raw sugar; 1  large egg yolk; 1 teaspoon vanilla extract
omnivorescookbook.com/slow-roast-duck/,Duck de Marietta (The Best Slow Roast Duck),430m,4.89,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1  2.5 kg / 5 to 6 pound whole duck ((I used D'Artagnan Rohan Duck)); 5 to 6  mixed citrus fruits (blood orange, lemon, and/or mandarin, peels removed); Sea salt; 4 tablespoons jam of your choice ((blueberry, apricot, etc.)); 1 cup white wine; 2 to 4 tablespoons potato starch ((or cornstarch))"
www.themediterraneandish.com/mediterranean-salmon-kabobs/,Mediterranean Salmon Kabobs,18m,4.98,39,208.7,8.8,1.4,1.9,0.8,74.8,63.9,3.3,27.7,"1 1/2 pound salmon fillet, (cubed (about 1-inch to 1 1/2-inch cubes)); 1  zucchini, (sliced into rounds); 1  small red onion, (cut into large pieces (about 1-inch)); Kosher salt; Black pepper; 1/3 cup extra virgin olive oil; 1  lemon, (zested and juiced); 3  garlic cloves, (minced); 2 teaspoons chopped fresh thyme leaves; 2 teaspoons dried oregano; 1 teaspoon ground cumin; 1 teaspoon Aleppo pepper ((or 1/2 teaspoon chili flakes)); 1/2 teaspoon ground coriander"
www.skinnytaste.com/cream-cheese-almond-flour-banana-muffins/,Cream Cheese-Filled Almond Flour Banana Muffins (GF),60m,5,38,149,8.5,2.5,8.5,3,42,209.5,13.5,5,1 2/3 cups very ripe bananas (  from 3 medium ); 1 cup almond flour; 1/3 cup coconut flour; 2 teaspoons baking powder; 1/2 teaspoon baking soda; 1/4 teaspoon salt; 2 tbsp butter (softened); 1/3 cup unpacked brown sugar (divided); 2  large eggs; 1 tsp vanilla extract; 4 ounces reduced fat cream cheese
www.loveandlemons.com/jalapeno-cornbread/,Jalapeño Cornbread,35m,4.98,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 cup cornmeal; 1 cup plus 1 tablespoon all-purpose flour; 2 teaspoons baking powder; ½ teaspoon sea salt; ¼ teaspoon baking soda; 1 cup almond milk; 1  large egg; ¼ cup maple syrup; ¼ cup extra-virgin olive oil or any neutral oil; 4  scallions (chopped, reserve some for topping); ¾ cup seeded and diced jalapeño peppers (2 to 3 peppers, reserve some for topping); ¾ cup shredded cheddar cheese; 1 tablespoon butter (for greasing the pan); Honey Butter (for serving)"
pinchofyum.com/harissa-meatballs-with-whipped-feta,Harissa Meatballs with Whipped Feta,45m,5,39,446,35.5,13.8,7.3,3.3,98.6,1028.6,13.3,19.8,"one 22-ounce bag of store-bought frozen meatballs (or homemade, if you&#8217;ve got them / got the time); 2 bell peppers (yellow and red), sliced; 1-2 zucchini, sliced into half moons; 2 tablespoons harissa paste; olive oil, garlic powder, lemon juice, salt; one 6-ounce container feta cheese; 1-2 ounces cream cheese or sour cream or I&#8217;ve used plain yogurt in a pinch; 1 clove garlic; 1 cup hummus; 6 pitas; 1/4 cup kalamata olives; 1 lemon, cut into wedges"
funmoneymom.com/oreo-snowman-balls/,Snowman Oreo Balls,180m,5,38,209,11,6,17,1,11,145,26,2,18.12 oz Oreo Cookies  ((Family Size Pkg - about 45 cookies)); 8 ounces Cream cheese (softened to room temperature); 10 ounces Ghirardelli white melting wafers (divided); 12  Mini Oreos (pulled apart); 24  Dark chocolate Rolo candy; Holly sprinkle mix; Snowman sprinkle mix
